station_abbr;reference_timestamp;tre200h0;tre200hn;tre200hx;tre005h0;tre005hn;ure200h0;pva200h0;tde200h0;prestah0;pp0qffh0;pp0qnhh0;ppz700h0;ppz850h0;fkl010h1;dkl010h0;fkl010h0;fu3010h0;fu3010h1;fkl010h3;fu3010h3;wcc006h0;fve010h0;rre150h0;htoauths;gre000h0;oli000h0;olo000h0;osr000h0;ods000h0;sre000h0;erefaoh0
PUY;23.08.2025 07:00;17.2;16.7;17.7;;;70.1;13.7;11.7;964.6;1017.3;1018.5;;;2.7;45;0.7;2.5;9.7;2.4;8.6;;;0;;127;;;;98;14;0.083
PUY;23.08.2025 08:00;18.5;17.6;19.3;;;65.2;13.9;11.8;964.8;1017.3;1018.7;;;3.5;180;0.9;3.2;12.6;3.4;12.2;;;0;;329;;;;181;27;0.2
PUY;23.08.2025 09:00;19.2;19;19.7;;;59.4;13.2;11.1;965;1017.3;1018.9;;;3.8;53;1.3;4.7;13.7;3.7;13.3;;;0;;275;;;;202;10;0.196
PUY;23.08.2025 10:00;20;19.2;20.5;;;60.9;14.3;12.3;965.1;1017.3;1019;;;4.4;210;1.7;6.1;15.8;4.1;14.8;;;0;;615;;;;208;42;0.391
PUY;23.08.2025 11:00;20.9;20.6;21.3;;;59.1;14.6;12.6;964.9;1016.9;1018.8;;;5.2;196;2.4;8.6;18.7;4.9;17.6;;;0;;813;;;;229;54;0.516
PUY;23.08.2025 12:00;21.2;20.8;21.5;;;57.4;14.4;12.4;964.7;1016.7;1018.6;;;4.3;202;2.1;7.6;15.5;4.1;14.8;;;0;;835;;;;184;60;0.535
PUY;23.08.2025 13:00;21.3;21.1;21.5;;;55.9;14.1;12.1;964.4;1016.3;1018.3;;;3.9;193;2;7.2;14;3.8;13.7;;;0;;653;;;;348;52;0.434
PUY;23.08.2025 14:00;21.9;21.2;22.3;;;54.8;14.4;12.4;964.2;1016;1018.1;;;4.1;197;1.9;6.8;14.8;4;14.4;;;0;;695;;;;224;60;0.457
PUY;23.08.2025 15:00;22.3;22;22.5;;;52;14;12;963.9;1015.6;1017.8;;;3.8;208;1.9;6.8;13.7;3.6;13;;;0;;593;;;;159;60;0.395
PUY;23.08.2025 16:00;22.6;22.5;22.7;;;47.9;13.2;11.1;963.7;1015.3;1017.6;;;3.5;201;1.6;5.8;12.6;3.2;11.5;;;0;;480;;;;127;57;0.315
PUY;23.08.2025 17:00;22.1;21.7;22.7;;;46.7;12.4;10.1;963.7;1015.4;1017.6;;;6.4;45;1.6;5.8;23;6;21.6;;;0;;176;;;;112;19;0.148
PUY;23.08.2025 18:00;20.4;19.8;21;;;51.2;12.3;10;963.8;1015.9;1017.7;;;8.1;32;2.4;8.6;29.2;7.6;27.4;;;0;;54;;;;43;9;0.096
PUY;23.08.2025 19:00;19.3;18.8;19.7;;;55.3;12.3;10.1;964.2;1016.5;1018.1;;;6.9;29;2.5;9;24.8;6.4;23;;;0;;10;;;;8;0;0.042
PUY;23.08.2025 20:00;18.2;17.8;18.6;;;56.7;11.8;9.5;964.6;1017.1;1018.5;;;8.6;34;3.5;12.6;31;7.9;28.4;;;0;;1;;;;1;0;0.048
PUY;23.08.2025 21:00;17.5;17.3;17.7;;;56.3;11.2;8.6;964.8;1017.5;1018.7;;;9.2;35;3.6;13;33.1;8.3;29.9;;;0;;1;;;;0;0;0.048
PUY;23.08.2025 22:00;17.2;17.1;17.2;;;55.5;10.9;8.2;964.7;1017.4;1018.6;;;10.4;35;3.4;12.2;37.4;9.7;34.9;;;0;;1;;;;0;0;0.046
PUY;23.08.2025 23:00;16.9;16.7;17.1;;;54.3;10.4;7.6;964.9;1017.7;1018.8;;;10.6;30;3.7;13.3;38.2;9.4;33.8;;;0;;1;;;;0;0;0.05
PUY;24.08.2025 00:00;16.6;16.4;16.7;;;52.8;10;6.9;964.9;1017.7;1018.8;;;8.6;32;3.3;11.9;31;7.9;28.4;;;0;;1;;;;0;0;0.047
PUY;24.08.2025 01:00;16.1;15.6;16.4;;;53.6;9.8;6.6;964.6;1017.6;1018.5;;;7.9;23;3.1;11.2;28.4;7.3;26.3;;;0;;1;;;;1;0;0.043
PUY;24.08.2025 02:00;15.4;15.2;15.5;;;57.4;10.1;7;964.7;1017.8;1018.6;;;8;19;3;10.8;28.8;7.3;26.3;;;0;;1;;;;0;0;0.038
PUY;24.08.2025 03:00;15.2;14.8;15.4;;;58.1;10;7;964.7;1017.8;1018.6;;;7.3;27;2.1;7.6;26.3;6.9;24.8;;;0;;1;;;;0;0;0.027
PUY;24.08.2025 04:00;14.2;13.9;14.4;;;63.5;10.3;7.3;964.8;1018.1;1018.7;;;3.7;14;1.2;4.3;13.3;3.5;12.6;;;0;;1;;;;1;0;0.011
PUY;24.08.2025 05:00;13.5;13.1;14;;;67.1;10.4;7.5;964.8;1018.3;1018.7;;;3.4;41;1;3.6;12.2;3.2;11.5;;;0;;3;;;;3;0;0.007
PUY;24.08.2025 06:00;14.4;13.4;15;;;65.3;10.7;7.9;965.1;1018.4;1019;;;5.4;40;1.9;6.8;19.4;5.3;19.1;;;0;;61;;;;23;36;0.056
PUY;24.08.2025 07:00;16;15;16.9;;;62.9;11.4;8.9;965.2;1018.2;1019.1;;;3.5;32;1.1;4;12.6;3.3;11.9;;;0;;239;;;;48;60;0.13
PUY;24.08.2025 08:00;17.4;17;17.6;;;61.7;12.3;10;965.2;1017.9;1019.1;;;3.3;171;1.1;4;11.9;3.1;11.2;;;0;;413;;;;61;60;0.237
PUY;24.08.2025 09:00;17.9;17.7;18.1;;;63.2;13;10.8;965.3;1017.9;1019.2;;;3.9;205;1.7;6.1;14;3.7;13.3;;;0;;582;;;;75;60;0.343
PUY;24.08.2025 10:00;18.4;18;18.7;;;62.6;13.2;11.1;965.5;1018.1;1019.5;;;3.7;188;1.7;6.1;13.3;3.6;13;;;0;;713;;;;82;60;0.425
PUY;24.08.2025 11:00;19;18.7;19.3;;;62;13.6;11.6;965.2;1017.6;1019.1;;;4.3;190;1.9;6.8;15.5;4;14.4;;;0;;803;;;;88;60;0.486
PUY;24.08.2025 12:00;19.7;19.2;20.1;;;60.4;13.9;11.9;965.1;1017.4;1019;;;4;198;1.8;6.5;14.4;3.6;13;;;0;;828;;;;83;60;0.511
PUY;24.08.2025 13:00;20.8;20.2;21.2;;;57.7;14.2;12.2;964.8;1016.8;1018.7;;;3.8;196;1.7;6.1;13.7;3.6;13;;;0;;800;;;;76;60;0.507
PUY;24.08.2025 14:00;21.6;21;22.1;;;53.6;13.8;11.7;964.5;1016.4;1018.4;;;3.7;193;1.4;5;13.3;3.6;13;;;0;;729;;;;73;60;0.469
PUY;24.08.2025 15:00;22.5;22.3;22.7;;;50.1;13.6;11.6;964.2;1015.9;1018.1;;;3.3;201;1.6;5.8;11.9;3.1;11.2;;;0;;612;;;;71;60;0.403
PUY;24.08.2025 16:00;22.7;22.5;22.9;;;49.3;13.6;11.5;964;1015.6;1017.9;;;3.2;203;1.5;5.4;11.5;3.1;11.2;;;0;;459;;;;58;60;0.301
PUY;24.08.2025 17:00;23;22.8;23.2;;;45.1;12.6;10.4;963.9;1015.4;1017.8;;;2.8;217;1.1;4;10.1;2.4;8.6;;;0;;283;;;;50;60;0.178
PUY;24.08.2025 18:00;22.6;22.2;22.8;;;44.8;12.3;10;963.8;1015.4;1017.7;;;2.7;225;0.5;1.8;9.7;2.6;9.4;;;0;;98;;;;32;52;0.045
PUY;24.08.2025 19:00;20.7;20.1;21.6;;;51.6;12.6;10.4;964;1016;1017.9;;;5.9;11;2.2;7.9;21.2;5.5;19.8;;;0;;7;;;;6;2;0.043
PUY;24.08.2025 20:00;19.8;19.5;20;;;53.3;12.3;10;964.5;1016.7;1018.4;;;6.7;18;2.8;10.1;24.1;6.4;23;;;0;;1;;;;0;0;0.047
PUY;24.08.2025 21:00;19.2;18.8;19.5;;;54.3;12;9.7;964.6;1016.9;1018.5;;;6.1;17;2.6;9.4;22;5.7;20.5;;;0;;1;;;;1;0;0.042
PUY;24.08.2025 22:00;18.3;17.5;18.8;;;58.5;12.3;10.1;964.7;1017.2;1018.6;;;5.3;17;1.7;6.1;19.1;4.9;17.6;;;0;;1;;;;1;0;0.025
PUY;24.08.2025 23:00;17.6;17.1;18;;;61.5;12.4;10.1;965;1017.7;1018.9;;;4.2;10;1.9;6.8;15.1;4;14.4;;;0;;1;;;;1;0;0.025
PUY;25.08.2025 00:00;17.3;17.2;17.4;;;62.3;12.3;10.1;965.3;1018;1019.2;;;5.6;18;2.5;9;20.2;5.3;19.1;;;0;;1;;;;0;0;0.03
PUY;25.08.2025 01:00;16.6;16.4;16.9;;;65.6;12.4;10.1;965.5;1018.4;1019.4;;;5.5;19;2.3;8.3;19.8;5.3;19.1;;;0;;1;;;;1;0;0.025
PUY;25.08.2025 02:00;16;15.5;16.5;;;68.2;12.4;10.1;965.5;1018.5;1019.4;;;5.1;17;2.2;7.9;18.4;4.5;16.2;;;0;;1;;;;1;0;0.021
PUY;25.08.2025 03:00;15.2;14.9;15.3;;;71.6;12.3;10.1;965.5;1018.7;1019.5;;;4;22;1.9;6.8;14.4;3.9;14;;;0;;1;;;;0;0;0.015
PUY;25.08.2025 04:00;14.8;14.6;14.9;;;72.5;12.2;9.9;965.5;1018.7;1019.4;;;4.3;21;2;7.2;15.5;4;14.4;;;0;;1;;;;0;0;0.015
PUY;25.08.2025 05:00;14.4;14.3;14.5;;;75.5;12.4;10.1;965.7;1019;1019.7;;;4.1;20;2.1;7.6;14.8;3.8;13.7;;;0;;3;;;;2;0;0.014
PUY;25.08.2025 06:00;14.7;14.3;15.3;;;76.6;12.8;10.6;965.8;1019.1;1019.8;;;4;21;1.8;6.5;14.4;3.8;13.7;;;0;;60;;;;21;36;0.044
PUY;25.08.2025 07:00;16.8;15.6;17.6;;;72.8;14;11.9;965.9;1018.8;1019.9;;;2.6;34;0.8;2.9;9.4;2.5;9;;;0;;237;;;;47;60;0.125
PUY;25.08.2025 08:00;18;17.8;18.2;;;71.4;14.8;12.8;966;1018.7;1020;;;2.7;193;1.1;4;9.7;2.6;9.4;;;0;;406;;;;70;60;0.233
PUY;25.08.2025 09:00;18.6;18.3;18.7;;;69.1;14.8;12.8;966.2;1018.7;1020.2;;;3.7;184;1.7;6.1;13.3;3.6;13;;;0;;594;;;;79;60;0.35
PUY;25.08.2025 10:00;19.4;18.8;19.9;;;67.6;15.2;13.2;966.1;1018.5;1020.1;;;3.2;189;1.5;5.4;11.5;3.1;11.2;;;0;;721;;;;73;60;0.437
PUY;25.08.2025 11:00;20.5;20;20.8;;;63.7;15.3;13.3;965.9;1018;1019.9;;;3.4;167;1.5;5.4;12.2;3.3;11.9;;;0;;810;;;;78;60;0.507
PUY;25.08.2025 12:00;21.5;20.9;22.2;;;56;14.3;12.3;965.4;1017.3;1019.3;;;3.5;176;1.6;5.8;12.6;3.3;11.9;;;0;;838;;;;76;60;0.54
PUY;25.08.2025 13:00;22.5;22;23.3;;;51.9;14.1;12.1;964.7;1016.4;1018.6;;;3.8;188;1.5;5.4;13.7;3.5;12.6;;;0;;814;;;;128;60;0.536
PUY;25.08.2025 14:00;23.5;23.2;24.1;;;49.2;14.2;12.2;963.9;1015.4;1017.8;;;3.8;210;1.6;5.8;13.7;3.4;12.2;;;0;;589;;;;265;59;0.411
PUY;25.08.2025 15:00;23.7;23.4;23.9;;;49.4;14.4;12.4;963.2;1014.7;1017.1;;;3.3;174;1.1;4;11.9;3.2;11.5;;;0;;558;;;;264;59;0.374
PUY;25.08.2025 16:00;23.7;23.4;24;;;52.6;15.4;13.5;962.8;1014.1;1016.6;;;2.9;153;1;3.6;10.4;2.7;9.7;;;0;;361;;;;227;29;0.245
PUY;25.08.2025 17:00;23.7;23.6;24.1;;;58.3;17.2;15.1;962.5;1013.9;1016.3;;;1.8;141;0.7;2.5;6.5;1.6;5.8;;;0;;210;;;;145;20;0.137
PUY;25.08.2025 18:00;23.4;23;23.7;;;55.8;16;14;962.4;1013.8;1016.2;;;2.3;34;0.6;2.2;8.3;2;7.2;;;0;;93;;;;72;15;0.047
PUY;25.08.2025 19:00;22.2;21.5;22.9;;;52.3;14;11.9;962.5;1014.2;1016.3;;;3.8;30;1.6;5.8;13.7;3.4;12.2;;;0;;14;;;;13;0;0.036
PUY;25.08.2025 20:00;20.9;20.5;21.3;;;53.8;13.3;11.2;962.8;1014.7;1016.6;;;4.2;22;2.2;7.9;15.1;3.9;14;;;0;;1;;;;1;0;0.04
PUY;25.08.2025 21:00;20.3;19.9;20.5;;;55;13.1;11;963;1015;1016.8;;;3.8;23;2.4;8.6;13.7;3.6;13;;;0;;1;;;;0;0;0.041
PUY;25.08.2025 22:00;19.6;19.4;19.8;;;56.5;12.9;10.7;963;1015.2;1016.8;;;3.8;25;2.4;8.6;13.7;3.6;13;;;0;;1;;;;0;0;0.038
PUY;25.08.2025 23:00;18.9;18.6;19.3;;;57.7;12.6;10.4;963.1;1015.4;1016.9;;;3.9;24;2.2;7.9;14;3.9;14;;;0;;1;;;;1;0;0.033
PUY;26.08.2025 00:00;18.4;18.3;18.5;;;58;12.3;10;963.1;1015.5;1016.9;;;3.6;19;2.2;7.9;13;3.4;12.2;;;0;;1;;;;0;0;0.032
PUY;26.08.2025 01:00;18;17.7;18.3;;;57.5;11.9;9.5;962.9;1015.4;1016.7;;;3.7;24;2.3;8.3;13.3;3.5;12.6;;;0;;1;;;;0;0;0.034
PUY;26.08.2025 02:00;17.2;16.8;17.5;;;59.4;11.6;9.2;962.9;1015.6;1016.7;;;3.7;22;2.2;7.9;13.3;3.6;13;;;0;;1;;;;1;0;0.029
PUY;26.08.2025 03:00;16.7;16.6;16.8;;;59.8;11.4;8.9;963;1015.7;1016.8;;;3.9;22;2.3;8.3;14;3.7;13.3;;;0;;1;;;;0;0;0.03
PUY;26.08.2025 04:00;16.3;16.1;16.5;;;60.7;11.3;8.8;962.9;1015.7;1016.7;;;3.9;21;2.3;8.3;14;3.7;13.3;;;0;;1;;;;1;0;0.029
PUY;26.08.2025 05:00;16.1;15.9;16.4;;;63.3;11.6;9.2;963.1;1015.9;1016.9;;;4.7;24;2.4;8.6;16.9;4.4;15.8;;;0;;3;;;;2;0;0.028
PUY;26.08.2025 06:00;16.5;16.3;16.9;;;62.2;11.7;9.3;963.3;1016.1;1017.1;;;3.5;31;1.8;6.5;12.6;3.2;11.5;;;0;;53;;;;21;31;0.059
PUY;26.08.2025 07:00;18.8;17.3;19.6;;;55.8;12.1;9.7;963.4;1015.8;1017.3;;;3.5;76;1.1;4;12.6;3.1;11.2;;;0;;234;;;;42;60;0.139
PUY;26.08.2025 08:00;20.2;19.8;20.5;;;54.3;12.9;10.7;963.4;1015.5;1017.3;;;4.7;133;1.9;6.8;16.9;4.6;16.6;;;0;;404;;;;61;60;0.262
PUY;26.08.2025 09:00;20.9;20.7;21.2;;;55.2;13.7;11.6;963.3;1015.3;1017.2;;;4.9;149;2;7.2;17.6;4.8;17.3;;;0;;564;;;;95;60;0.366
PUY;26.08.2025 10:00;21.6;21.2;22;;;56.8;14.7;12.7;963.2;1015;1017;;;3.7;138;1.4;5;13.3;3.5;12.6;;;0;;689;;;;118;60;0.445
PUY;26.08.2025 11:00;23.5;22.8;24.3;;;50;14.4;12.4;962.7;1014.1;1016.5;;;2.9;186;1.1;4;10.4;2.6;9.4;;;0;;769;;;;155;60;0.515
PUY;26.08.2025 12:00;24.5;24.2;24.8;;;45.8;14.1;12;962.2;1013.4;1016;;;3.5;197;1.5;5.4;12.6;3.2;11.5;;;0;;779;;;;214;60;0.54
PUY;26.08.2025 13:00;25.1;24.7;25.7;;;45.7;14.6;12.6;961.7;1012.7;1015.5;;;3.1;187;1;3.6;11.2;2.8;10.1;;;0;;712;;;;228;60;0.495
PUY;26.08.2025 14:00;26.7;26;27.3;;;39.6;13.8;11.7;961.1;1011.8;1014.8;;;2.4;189;0.8;2.9;8.6;2.2;7.9;;;0;;657;;;;235;60;0.461
PUY;26.08.2025 15:00;27.4;26.8;27.6;;;35.9;13;10.8;960.4;1010.9;1014.1;;;2.6;189;0.7;2.5;9.4;2.5;9;;;0;;489;;;;269;48;0.346
PUY;26.08.2025 16:00;26.7;25.9;27.3;;;46.1;16.1;14.2;959.7;1010.4;1013.4;;;2.5;135;0.7;2.5;9;2.4;8.6;;;0;;322;;;;208;32;0.23
PUY;26.08.2025 17:00;25.7;25.1;26.5;;;52.6;17.3;15.3;959.1;1009.9;1012.8;;;2.1;127;0.6;2.2;7.6;1.9;6.8;;;0;;154;;;;116;12;0.114
PUY;26.08.2025 18:00;24.8;24.6;25;;;50.1;15.7;13.7;959;1009.9;1012.7;;;3.3;23;0.9;3.2;11.9;3;10.8;;;0;;42;;;;41;0;0.057
PUY;26.08.2025 19:00;24.2;22.7;25.2;;;49.1;14.7;12.7;960.6;1011.8;1014.4;;;12.3;340;3.3;11.9;44.3;10.9;39.2;;;0.2;;3;;;;2;0;0.068
PUY;26.08.2025 20:00;21;20.6;21.8;;;70.1;17.4;15.3;961.9;1013.8;1015.7;;;8.7;19;3.2;11.5;31.3;7.9;28.4;;;0.3;;2;;;;1;0;0.033
PUY;26.08.2025 21:00;19.7;19.5;19.9;;;79.4;18.2;16;962.7;1014.8;1016.5;;;5.8;24;1.9;6.8;20.9;5.5;19.8;;;0.2;;1;;;;0;0;0.012
PUY;26.08.2025 22:00;20.6;20;20.9;;;69.9;17;15;962.9;1014.8;1016.7;;;6.4;49;2.5;9;23;6.1;22;;;0.1;;0;;;;0;0;0.027
PUY;26.08.2025 23:00;20.2;19.6;20.8;;;73.1;17.3;15.2;962.5;1014.6;1016.3;;;4.5;93;2.1;7.6;16.2;4.3;15.5;;;0.2;;2;;;;1;0;0.02
PUY;27.08.2025 00:00;19.6;19.5;19.9;;;77.7;17.7;15.6;961.8;1013.9;1015.6;;;3.6;360;1.4;5;13;3.3;11.9;;;0;;1;;;;0;0;0.008
PUY;27.08.2025 01:00;19.4;19.3;19.4;;;77.8;17.5;15.4;961.6;1013.7;1015.4;;;3.2;20;1.6;5.8;11.5;2.9;10.4;;;0;;1;;;;0;0;0.01
PUY;27.08.2025 02:00;19.4;19.2;19.5;;;78.6;17.7;15.6;961.4;1013.6;1015.2;;;2.9;39;1.4;5;10.4;2.5;9;;;0;;1;;;;0;0;0.008
PUY;27.08.2025 03:00;19;18.8;19.3;;;80.6;17.7;15.6;961.3;1013.5;1015.1;;;3.2;16;1.5;5.4;11.5;3;10.8;;;0;;1;;;;1;0;0.007
PUY;27.08.2025 04:00;18.4;18.2;18.6;;;81.4;17.2;15.2;961;1013.3;1014.7;;;3.2;25;1.7;6.1;11.5;2.9;10.4;;;0;;1;;;;1;0;0.008
PUY;27.08.2025 05:00;18.2;18;18.6;;;80.9;16.9;14.9;960.8;1013.1;1014.5;;;3.2;25;1.7;6.1;11.5;3.1;11.2;;;0;;2;;;;2;0;0.008
PUY;27.08.2025 06:00;18.2;18;18.6;;;81.2;17;14.9;960.8;1013.1;1014.5;;;3.3;17;1.7;6.1;11.9;3.1;11.2;;;0;;57;;;;38;19;0.041
PUY;27.08.2025 07:00;20.1;19;20.8;;;77.3;18.1;16;961;1013;1014.8;;;2.7;18;0.9;3.2;9.7;2.5;9;;;0;;184;;;;115;24;0.112
PUY;27.08.2025 08:00;20.7;20.4;20.9;;;77.7;18.9;16.7;961.1;1012.9;1014.8;;;3.3;197;1.2;4.3;11.9;3.2;11.5;;;0;;298;;;;157;50;0.19
PUY;27.08.2025 09:00;21.1;20.8;21.6;;;75.7;18.9;16.6;961.2;1013;1015;;;3.4;209;1.2;4.3;12.2;3.3;11.9;;;0;;400;;;;288;16;0.26
PUY;27.08.2025 10:00;21.2;21;21.6;;;75.4;18.9;16.6;961.3;1013.1;1015.1;;;2.8;211;1.3;4.7;10.1;2.7;9.7;;;0;;251;;;;213;5;0.183
PUY;27.08.2025 11:00;20.5;20.1;20.9;;;81.8;19.7;17.3;961.1;1013;1014.9;;;3.5;225;0.9;3.2;12.6;3.1;11.2;;;0.4;;110;;;;108;0;0.094
PUY;27.08.2025 12:00;21.5;20.6;22.7;;;78.1;20;17.5;960.8;1012.5;1014.5;;;2.9;333;1;3.6;10.4;2.6;9.4;;;0;;357;;;;288;6;0.247
PUY;27.08.2025 13:00;23.7;23;24.1;;;66.6;19.5;17.1;960.3;1011.5;1014;;;3.4;194;1.1;4;12.2;3.3;11.9;;;0;;707;;;;309;44;0.477
PUY;27.08.2025 14:00;23;22;23.7;;;70.7;19.8;17.4;959.6;1010.9;1013.3;;;3.9;150;1.6;5.8;14;3.6;13;;;0;;457;;;;346;11;0.317
PUY;27.08.2025 15:00;22.7;22.1;23.5;;;72.3;20;17.5;958.8;1010.2;1012.5;;;4;158;0.9;3.2;14.4;3.8;13.7;;;0;;269;;;;250;0;0.193
PUY;27.08.2025 16:00;23.6;23.4;24;;;68;19.8;17.4;958;1009.1;1011.6;;;2.4;166;1;3.6;8.6;2.1;7.6;;;0;;232;;;;155;30;0.169
PUY;27.08.2025 17:00;23.9;23.7;24.1;;;68;20.2;17.7;957.8;1008.8;1011.4;;;2.3;149;0.7;2.5;8.3;2.1;7.6;;;0;;151;;;;107;11;0.107
PUY;27.08.2025 18:00;23.4;23;23.8;;;69.8;20;17.5;957.5;1008.6;1011.1;;;2.9;90;0.6;2.2;10.4;2.7;9.7;;;0;;28;;;;27;0;0.036
PUY;27.08.2025 19:00;23.2;22.8;23.5;;;61.8;17.5;15.4;957.1;1008.3;1010.7;;;4.3;76;1.7;6.1;15.5;4.2;15.1;;;0;;4;;;;4;0;0.027
PUY;27.08.2025 20:00;22.7;22.1;23.5;;;62.5;17.2;15.1;956.9;1008.2;1010.5;;;3.6;17;1.4;5;13;3.4;12.2;;;0;;1;;;;1;0;0.02
PUY;27.08.2025 21:00;22;21.6;22.2;;;64.5;17;15;956.5;1007.8;1010;;;3.5;23;1.4;5;12.6;3.3;11.9;;;0;;1;;;;1;0;0.018
PUY;27.08.2025 22:00;21.6;21.4;21.6;;;66.1;17;14.9;956.3;1007.7;1009.8;;;2.7;5;1.3;4.7;9.7;2.5;9;;;0;;1;;;;0;0;0.015
PUY;27.08.2025 23:00;20.7;20.3;21.5;;;74.5;18.2;16;956.3;1007.9;1009.8;;;3.5;15;1.3;4.7;12.6;3.2;11.5;;;0.1;;1;;;;1;0;0.01
PUY;28.08.2025 00:00;20.2;20.2;20.3;;;81.2;19.3;16.9;956.5;1008.2;1010.1;;;3;8;1.4;5;10.8;2.7;9.7;;;0;;1;;;;0;0;0.006
PUY;28.08.2025 01:00;19.7;19.6;20;;;89.4;20.5;17.9;956.5;1008.3;1010;;;2.8;35;1.6;5.8;10.1;2.5;9;;;0.3;;1;;;;1;0;0.002
PUY;28.08.2025 02:00;19.6;19.3;19.8;;;97;22.1;19.1;956.5;1008.4;1010.1;;;6.1;117;1.4;5;22;5.8;20.9;;;7.4;;1;;;;0;0;-0.004
PUY;28.08.2025 03:00;18.4;17.4;19.1;;;97.8;20.8;18.1;957.2;1009.2;1010.8;;;9;252;2.6;9.4;32.4;8.7;31.3;;;5.2;;2;;;;1;0;-0.003
PUY;28.08.2025 04:00;17.1;17;17.3;;;98.4;19.2;16.9;957.4;1009.7;1011;;;3.4;315;1.3;4.7;12.2;3.1;11.2;;;6.4;;1;;;;1;0;-0.006
PUY;28.08.2025 05:00;16.5;16.2;17;;;98.8;18.6;16.3;957.9;1010.4;1011.5;;;3.4;90;0.9;3.2;12.2;3.1;11.2;;;5.9;;1;;;;1;0;-0.007
PUY;28.08.2025 06:00;16.3;16.2;16.3;;;96;17.7;15.6;957.6;1010.1;1011.2;;;3.9;76;1.5;5.4;14;3.6;13;;;0.8;;8;;;;7;0;0.021
PUY;28.08.2025 07:00;16.1;15.9;16.2;;;98.8;18.1;15.9;957.9;1010.5;1011.5;;;3.4;18;0.9;3.2;12.2;3.1;11.2;;;6.6;;14;;;;13;0;0.023
PUY;28.08.2025 08:00;16.2;15.7;16.5;;;99.6;18.3;16.1;957.8;1010.4;1011.4;;;3.4;104;1;3.6;12.2;3;10.8;;;2.6;;78;;;;78;0;0.055
PUY;28.08.2025 09:00;16.8;16.7;16.9;;;95.8;18.3;16.2;957.6;1010;1011.2;;;2.5;126;0.9;3.2;9;2.4;8.6;;;0;;100;;;;99;0;0.072
PUY;28.08.2025 10:00;16.5;16.4;16.8;;;98;18.4;16.2;958;1010.5;1011.6;;;3.3;135;1.1;4;11.9;3;10.8;;;2.7;;91;;;;90;0;0.066
PUY;28.08.2025 11:00;16.9;16.6;17.3;;;95;18.3;16.1;957.9;1010.3;1011.5;;;2.6;130;1;3.6;9.4;2.5;9;;;0.1;;195;;;;193;0;0.127
PUY;28.08.2025 12:00;17.8;17.7;17.9;;;89.3;18.2;16;956.9;1009.1;1010.5;;;3.4;146;1.2;4.3;12.2;3.2;11.5;;;0;;313;;;;309;0;0.198
PUY;28.08.2025 13:00;18;17.6;18.4;;;89.9;18.6;16.4;956.5;1008.6;1010;;;3;153;0.7;2.5;10.8;2.9;10.4;;;0;;246;;;;242;0;0.162
PUY;28.08.2025 14:00;19.2;18.5;20.1;;;80.3;17.9;15.7;956;1007.8;1009.5;;;3.7;276;1.3;4.7;13.3;3.5;12.6;;;0;;335;;;;299;0;0.219
PUY;28.08.2025 15:00;19.8;19.6;20.2;;;78.3;18.1;15.9;955.6;1007.3;1009.1;;;3.4;175;1.3;4.7;12.2;3.1;11.2;;;0;;413;;;;384;0;0.259
PUY;28.08.2025 16:00;19.5;19.4;19.6;;;80.1;18.1;16;955.3;1007.1;1008.8;;;3.8;141;1.4;5;13.7;3.6;13;;;0;;247;;;;238;0;0.158
PUY;28.08.2025 17:00;19.3;19;19.7;;;80.8;18.1;15.9;955;1006.8;1008.5;;;3.9;135;1.2;4.3;14;3.7;13.3;;;0;;161;;;;130;6;0.1
PUY;28.08.2025 18:00;18.8;18.6;18.9;;;85.9;18.6;16.4;954.6;1006.4;1008.1;;;3.1;16;0.8;2.9;11.2;2.8;10.1;;;0;;16;;;;15;0;0.027
PUY;28.08.2025 19:00;18.7;18.5;18.9;;;88.1;19;16.7;954.1;1006;1007.5;;;3.1;360;0.7;2.5;11.2;2.9;10.4;;;0;;2;;;;1;0;-0.003
PUY;28.08.2025 20:00;18.2;17.2;18.6;;;88;18.4;16.2;954.7;1006.6;1008.1;;;10;332;2.1;7.6;36;8.5;30.6;;;1.4;;1;;;;1;0;0.005
PUY;28.08.2025 21:00;16.2;15.9;16.7;;;94.2;17.3;15.2;956.6;1009.1;1010.2;;;7.1;99;1.4;5;25.6;6.7;24.1;;;4.9;;1;;;;0;0;-0.003
PUY;28.08.2025 22:00;15.6;15.4;15.7;;;100;17.7;15.6;957.3;1010;1010.9;;;3.3;114;1.4;5;11.9;3.1;11.2;;;5.7;;1;;;;0;0;-0.007
PUY;28.08.2025 23:00;14.9;14.2;15.5;;;92.2;15.6;13.6;957.7;1010.5;1011.3;;;5.5;51;1.6;5.8;19.8;5.3;19.1;;;6;;2;;;;1;0;-0.001
PUY;29.08.2025 00:00;14.6;14.4;14.6;;;93.6;15.5;13.5;957.8;1010.7;1011.4;;;3;36;1.4;5;10.8;2.8;10.1;;;0.3;;1;;;;0;0;-0.003
PUY;29.08.2025 01:00;14.5;14.4;14.6;;;92.4;15.2;13.2;957.6;1010.5;1011.2;;;2.9;48;1.4;5;10.4;2.7;9.7;;;0;;1;;;;0;0;-0.002
PUY;29.08.2025 02:00;13.9;13.4;14.3;;;88.6;14.1;12.1;957.2;1010.1;1010.8;;;3.9;32;1.7;6.1;14;3.7;13.3;;;0;;1;;;;1;0;0.001
